Year,Country,hf_score,hf_quartile,pf_rol,pf_ss,pf_movement,pf_religion,pf_expression,pf_identity,pf_score,ef_government,ef_legal,ef_money,ef_trade,ef_regulation,ef_score
2017,Vietnam,6.29,3,4.9,9.4,5,5.9,5.8,9.2,6.31,6.7,5,6.7,6.3,6.7,6.27
2017,Yemen,4.3,4,2.4,4.2,1.7,,5,0,2.75,7.1,3.2,8,5.9,5,5.84
2017,Zambia,6.49,3,4.1,8.3,4.2,7.3,6.9,5.8,6.13,6.6,5.2,8.8,7.1,6.5,6.84
2017,Zimbabwe,5.65,4,3.5,8.4,6.7,6.4,6.7,4.2,5.61,5.5,4.1,8.4,3.7,6.7,5.69
2016,Albania,7.67,2,5.3,8.7,8.3,9.2,8.6,5.8,7.7,7.9,5.1,9.6,8.2,7.5,7.64
2016,Algeria,5.22,4,3.8,7.8,6.7,4.9,7.4,1.3,5.42,3.7,4.7,7.3,4.1,5.4,5.03
2016,Angola,5.89,4,3.4,8.4,8.3,8.8,6.5,6.7,6.37,7.5,3,5.6,5.3,5.6,5.4
2016,Argentina,6.75,3,5.7,9,10,7.8,8.7,10,8.1,5.6,3.9,5.6,6.5,5.4,5.4
2016,Armenia,7.44,2,5,9.4,8.3,6.2,7.2,8.2,7.23,7.4,5.8,9.5,8.2,7.4,7.65
2016,Australia,8.62,1,7.8,9.9,10,9.1,9.4,9,9.16,7,7.9,9.5,7.5,8.5,8.07
2016,Austria,8.47,1,8.2,9.9,10,7.9,9.3,10,9.25,5.6,7.9,9.4,8.1,7.4,7.69
2016,Azerbaijan,6.07,4,4.3,8.8,5,5.5,4.7,5.8,5.69,5,5.7,7.5,7.2,6.9,6.46
2016,Bahamas,7.6,2,6.4,6.7,10,7.9,8.9,10,7.87,8.2,6.7,6.9,6.7,8.2,7.33
2016,Bahrain,6.65,3,5.9,7.7,5,7.5,4.1,5,6.07,6.7,5.3,9.4,7.4,7.4,7.24
2016,Bangladesh,5.7,4,3.1,7,5,5.9,7,1.7,5.2,8.1,3.2,7,6,6.7,6.19
2016,Barbados,7.21,2,6.7,9,10,8.5,9.1,5,8,6.4,5.8,6.4,7,6.5,6.43
2016,Belarus,6.16,3,5.1,9.2,5,5.2,5.8,8.2,6.24,6,5.5,5.3,7.2,6.4,6.08
2016,Belgium,8.22,1,7.8,9.4,10,8.1,9.8,9,8.98,4.8,7.1,9.4,8.2,7.9,7.46
2016,Belize,7.14,2,4.3,6.7,10,9.1,8.5,10,7.43,6.9,5.1,7.2,7.1,7.9,6.84
2016,Benin,6.67,3,4.2,8,5,9.4,9,10,7.33,6.9,3.8,7,6,6.3,6.01
2016,Bhutan,6.57,3,6,8.8,3.3,7.3,7.3,2.5,6.24,6.9,6.87,6.7,6.3,7.7,6.9
2016,Bolivia,6.65,3,3.1,8.2,10,8.4,8.4,10,7.14,5.9,3.6,9.4,7,5,6.17
2016,Bosnia and Herzegovina,7.39,2,5.5,8.7,10,8.5,8.7,9,8.1,5.7,4.1,8.3,7.8,7.4,6.68
2016,Botswana,7.08,2,5.6,7.2,8.3,9,7.8,4,6.84,6,6,9.1,7.8,7.8,7.32
2016,Brazil,6.28,3,4.7,5.5,10,7.4,8.5,6.7,6.44,5.7,4.6,9.2,7,4.1,6.11
2016,Brunei Darussalam,5.99,4,6.1,8.3,7.5,0,4.6,1.7,5.05,5,5.35,8.8,7.1,8.4,6.93
2016,Bulgaria,7.78,1,4.9,9.8,10,7.1,8.8,9,8.13,7.1,4.8,9.4,8.1,7.6,7.43
2016,Burkina Faso,6.63,3,4.9,7.5,8.3,8,7.7,10,7.26,5.8,3.7,7.1,6.5,6.9,6.01
2016,Burundi,5.39,4,2.9,6.4,5,7.5,3.2,5,4.52,6.7,3.5,8.8,6.1,6.3,6.27
2016,C?te d'Ivoire,6.56,3,4,6.6,6.7,9.4,8.7,10,7.09,6.1,4.6,7.1,5.7,6.6,6.02
2016,Cambodia,7.33,2,2.6,9.6,10,8.3,7.9,8.8,7.28,8.9,4.28,9.3,7.3,7.1,7.38
2016,Cameroon,5.68,4,3,7.5,5,7.9,7,3.8,5.55,7,3.2,7.2,5.1,6.5,5.8
2016,Canada,8.6,1,7.7,9.8,10,9,9.5,9,9.13,6.5,7.9,9.6,7.9,8.5,8.08
2016,Cape Verde,7.64,2,5.7,8.5,10,8.1,8.9,10,8.18,7.2,6.02,8.1,7.2,7,7.11
2016,Central Afr. Rep.,5.45,4,2.3,4.3,5,8.3,8,8.8,5.5,7.8,2.7,6.5,4.7,5.4,5.41
2016,Chad,5.11,4,3,5.1,5,8.2,7.5,1.3,4.87,7.3,2.7,6.7,5.1,5,5.35
2016,Chile,8,1,6.5,8.7,10,9.3,9.2,5,8.15,8.1,6.4,9.3,8.3,7.2,7.85
2016,China,6.02,4,4.7,8.1,5,3.7,5.2,9,5.63,4.8,5.7,8.5,6.7,6.4,6.4
2016,Colombia,6.83,2,4.4,5.5,8.3,8.7,8.5,10,7.02,7.3,3.8,8,6.8,7.3,6.63
2016,"Congo, Dem. R.",5.56,4,2.6,6.3,3.3,8.5,6.9,6.3,5.35,6.9,2.6,8.1,5.5,5.7,5.78
2016,"Congo, Rep. Of",5.61,4,3.4,7.2,3.3,9.4,7,8.8,6.35,5.1,3.1,5.6,4.9,5.6,4.87
2016,Costa Rica,7.79,1,6.6,8.4,10,8.1,9.6,6.7,8.15,7.1,5.9,9.8,8,6.4,7.44
2016,Croatia,7.72,2,5.7,9.9,10,8.1,8.6,10,8.46,5.1,5.5,9.1,8.2,7.1,6.99
2016,Cyprus,8.09,1,6.3,9.7,10,7.2,9.5,10,8.51,7.1,5.9,9.5,8.3,7.5,7.67
2016,Czech Rep.,8.38,1,7.8,9.9,10,7.8,9.5,9,9.01,6.7,6.3,9.4,8.2,8.1,7.75
2016,Denmark,8.52,1,8.7,9.9,8.3,7.7,9.7,10,9.16,4.7,8.1,9.9,8.5,8.3,7.88
2016,Dominican Rep.,7.06,2,4.4,7.8,10,8.5,8.9,6.7,7.19,6.6,4,9.5,7.9,6.6,6.93
2016,Ecuador,6.89,2,4.3,9,10,7.8,7.9,10,7.55,6.5,3.8,8.3,6.5,6,6.23
2016,Egypt,4.49,4,3.6,5,1.7,3.7,6.5,0,3.7,5.1,3.9,6.9,5.6,4.8,5.28
2016,El Salvador,7,2,4.4,6.5,10,9.1,8.1,6.7,6.9,8.2,3.6,9.8,7.7,6.2,7.09
2016,Estonia,8.48,1,7.8,9.7,10,8.3,9.6,9,9.01,6.4,7.4,9.3,8.4,8.2,7.95
2016,Eswatini,6.28,3,4.6,7.4,6.7,8,6,4.8,6.18,5,4.36,7.7,7,7.7,6.37
2016,Ethiopia,5.23,4,3.3,6,8.3,5.6,5.3,5,4.89,5.8,4.6,5.7,5,6.6,5.57
2016,Fiji,7.28,2,4.7,8.9,10,9.2,7.7,10,8.01,5.7,5.3,6.4,6.5,8.8,6.55
2016,Finland,8.51,1,8.6,9.8,10,7.9,9.7,9,9.27,4.6,8.8,9.4,8.2,7.7,7.75
2016,France,8.04,1,6.8,9.7,10,7.3,9.3,10,8.77,4.8,6.9,9.5,8.2,7.2,7.32
2016,Gabon,5.69,4,4.2,7.8,1.7,8.9,6.2,5,5.59,5.9,3.9,6.6,5.7,6.8,5.78
2016,"Gambia, The",6.09,4,3.9,5.2,6.7,7.6,2.9,3.8,4.89,7.2,5.49,9.3,7.5,7,7.28
2016,Georgia,7.65,2,5.4,8.7,6.7,7.2,8.6,8.2,7.43,7.5,6.3,8.9,8.6,8.1,7.88
2016,Germany,8.55,1,8.3,9.8,10,7.7,9.4,10,9.23,6.4,7.4,9.5,8,8,7.87
2016,Ghana,7.1,2,5.8,8.7,10,8.1,8.8,6.3,7.67,7.9,5.4,5.7,6.5,7.2,6.53
2016,Greece,7.25,2,5.8,8.6,10,7.3,8.7,7.3,7.94,4.7,5.8,8,7.7,6.7,6.57
2016,Guatemala,7.1,2,4,6.3,10,8.5,8,5.8,6.56,9.5,4.4,9.6,8.2,6.6,7.63
2016,Guinea,5.6,4,3.2,6.6,5,8.5,6.6,1.3,5.5,5.4,3.23,7.9,5.1,6.9,5.69
2016,Guinea-Bissau,5.97,4,2.8,7.1,10,9.9,7.1,8.8,6.94,4.9,2.9,6,5.7,5.4,5.01
2016,Guyana,6.69,3,4.7,7.4,10,9.2,8.1,5,7.04,6.1,4.4,8.3,6.4,6.5,6.34
2016,Haiti,6.83,2,3.6,7.6,10,8.4,8.2,6.7,7.11,8.6,2.5,7.2,7.5,7,6.56
2016,Honduras,6.71,3,3.2,5.7,8.3,8.7,8,6.7,6.23,9.2,3.4,9.3,7.2,6.8,7.19
2016,Hong Kong,8.74,1,7.1,9.5,10,8.6,8.7,9,8.59,8.2,7.9,9.6,9.3,9.4,8.89
2016,Hungary,7.76,1,5.4,9.6,10,7.3,8.8,10,8.26,5.3,5.9,9.7,8,7.4,7.26
2016,Iceland,8.39,1,7.6,10,10,8.1,9.6,9,9.06,5.8,8.4,9.6,7.2,7.7,7.72
2016,India,6.54,3,4.3,8,6.7,5.5,8,5.7,6.37,8.2,5.2,8.2,5.6,6.5,6.72
2016,Indonesia,6.93,2,4.1,8.9,8.3,3.9,7.5,6.7,6.59,8.4,4.9,9.7,7,6.4,7.27
2016,Iran,5.11,4,4.4,6.8,0,4.3,5.4,3.2,4.48,5.5,4.6,8.4,4.6,5.7,5.74
2016,Iraq,4.28,4,2.6,3.6,1.7,5.3,5.3,0,3.21,5,2.8,7.2,5.2,6.5,5.34
2016,Ireland,8.54,1,7.6,9.7,10,9.1,9.5,10,8.93,6.7,7.7,9.3,8.6,8.5,8.15
2016,Israel,7.87,1,6.9,9.2,8.3,5.9,7.9,10,8.23,6.3,6.2,9.4,8.2,7.4,7.5
2016,Italy,8.05,1,6.5,9.9,10,8,9.1,9,8.66,6.3,5.7,9.4,8.3,7.5,7.43
2016,Jamaica,7.17,2,5.4,6.5,8.3,9.3,9.5,5,7.14,7.5,5.1,8.6,6.9,8,7.2
2016,Japan,8.3,1,7.6,10,10,8.1,9.2,9,8.78,5.7,7.6,9.5,8.1,8.2,7.83
2016,Jordan,6.94,2,5.8,7.7,8.3,6.3,6.6,5,6.5,7.2,4.8,9.6,7.6,7.8,7.38
2016,Kazakhstan,6.75,3,4.5,9,6.7,5.5,6.1,9,6.52,6.9,5.4,8.6,6.5,7.5,6.99
2016,Kenya,6.98,2,4,7.3,10,7.2,8.3,7.5,6.82,7.5,4.9,9.2,6.7,7.4,7.14
2016,"Korea, South",8.26,1,7.4,9.7,10,9.4,9,9,8.98,7,6.4,9.6,7.6,7.2,7.55
2016,Kuwait,6.15,4,5.2,7.9,6.7,4.6,7.5,2.5,5.81,5,4.9,8.3,6.8,7.4,6.5
2016,Kyrgyz Republic,6.81,2,3.8,8.1,8.3,7.1,6.2,8.2,6.7,7,4.3,9.4,7.3,6.6,6.92
2016,Laos,6.22,3,3.9,8,5,6.7,5.8,10,5.78,6.6,5.94,7.3,6.8,6.6,6.66
2016,Latvia,8.3,1,6.7,9.6,10,8.5,9.4,10,8.86,7,6.2,9.3,8.4,7.9,7.75
2016,Lebanon,6.78,3,4.3,7,8.3,7.2,8.3,3.8,6.5,8.5,3.95,9.7,6.8,6.4,7.06
2016,Lesotho,6.58,3,4.9,5.3,10,9.2,7.5,5.8,6.63,5.4,5.4,7.8,6.5,7.4,6.53
2016,Liberia,6.36,3,3.8,7.6,6.7,9.2,7.2,2.5,6.05,7.6,4.19,9.4,6.2,6.1,6.68
2016,Libya,4.48,4,2.3,5.3,6.7,6.9,4.8,1.3,4.12,3.4,3.21,6.4,4.8,6.4,4.83
2016,Lithuania,8.35,1,6.8,9.3,10,8.5,9.5,10,8.82,7.3,6.5,9.3,8.2,8,7.88
2016,Luxembourg,8.52,1,8,9.9,10,9.1,9.7,9,9.24,5.1,8.4,9.3,8.3,7.9,7.79
2016,Madagascar,6.51,3,3.6,7.9,10,7.5,8.3,7.5,6.76,7.8,2.8,7.9,6.9,5.8,6.25
2016,Malawi,6.65,3,4.9,8.8,8.3,8.5,7.8,6.7,7.34,6.4,4.7,6.6,6.1,6,5.95
2016,Malaysia,6.52,3,5.4,8,5,3.9,6.8,4,5.74,6.3,5.8,8.3,7.5,8.6,7.31
2016,Mali,5.98,4,3.9,4.9,8.3,8.6,7.9,6.3,6.06,5.7,3.5,7.2,6.9,6.2,5.89
2016,Malta,8.45,1,6.8,9.9,10,8.4,9.4,10,8.95,7,6.6,9.5,8.4,8.2,7.95
2016,Mauritania,5.36,4,4,5.5,5,5.7,6,0,4.59,5.9,3.7,8.2,5.9,6.9,6.14
2016,Mauritius,7.75,2,6.4,8.9,6.7,8,9.4,3.8,7.5,7.7,6.8,9.6,8.4,7.5,8
2016,Mexico,6.78,3,3.9,5.8,10,7.6,7.7,10,6.79,7.6,4.1,8.1,7.3,6.8,6.77
2016,Moldova,6.88,2,4.5,8.4,10,6,7.4,10,7.16,6.3,4.3,8,7.5,6.9,6.6
2016,Mongolia,7.7,2,5.3,9.2,10,8.6,8.2,9,8.06,7.7,5.6,9.4,6.8,7.3,7.34
2016,Montenegro,7.34,2,5.2,9.2,10,8.9,5.2,9,7.74,6.4,4.9,8.3,8.2,6.9,6.94
2016,Morocco,6.25,3,4.2,7.8,10,4.4,7.3,2.5,5.92,6.2,5.4,7.2,6.9,7.2,6.58
2016,Mozambique,6.05,4,3.5,7.9,8.3,7.9,7.6,10,6.49,5.3,4,7.2,6.4,5.1,5.6
2016,Myanmar,5.58,4,3,7.7,3.3,6.3,7.7,4.2,5.52,6.7,3.5,6.5,5.7,5.8,5.64
2016,Namibia,6.88,2,5.8,6.7,10,8.7,8.3,7.3,7.25,5.8,6.4,6.1,6.5,7.8,6.52
2016,Nepal,6.59,3,4.3,9.2,6.7,5.2,6.7,10,6.73,7.5,4.6,6.4,6.6,7.1,6.45
2016,Netherlands,8.57,1,8.5,9.9,10,8.9,9.7,9,9.37,4.5,8.2,9.5,8.7,7.9,7.76
2016,New Zealand,8.9,1,7.9,9.9,10,9.7,9.5,9,9.26,6.8,8.7,9.5,8.6,9.2,8.55
2016,Nicaragua,6.72,3,3.8,8,8.3,7.9,7,6.7,6.34,7.1,4.5,9.1,7.8,7,7.09
2016,Niger,5.7,4,4.1,6.6,5,7.8,5.3,5,5.55,6.7,3.6,7,5.5,6.5,5.86
2016,Nigeria,6.36,3,4.3,5.1,8.3,7.3,8.2,2.5,5.88,8.5,3.6,8.7,5.9,7.6,6.85
2016,North Macedonia,7.38,2,5,8.7,8.3,8.3,7.8,9,7.58,6.5,5.1,8.1,8,8.2,7.18
2016,Norway,8.51,1,8.6,9.9,10,7.4,9.8,10,9.34,4.9,8.7,9.5,7.6,7.7,7.67
2016,Oman,6,4,5.8,8.1,5,5,5.3,0,5.27,4.3,5.9,8.8,7.7,6.8,6.73
2016,Pakistan,5.61,4,3.5,6.2,3.3,4,7.2,5,5.3,7.5,3.5,6.6,5.8,6.3,5.93
2016,Panama,7.65,2,4.4,8.7,10,8.4,8.3,9,7.68,7.5,5.2,9.7,8.7,6.9,7.61
2016,Pap. New Guinea,6.71,3,3.9,7.7,10,8.1,8.6,7.5,7.17,6.3,4.1,6.4,7.2,7.3,6.25
2016,Paraguay,6.97,2,4,7.6,10,8.2,8.4,6.7,6.98,8.3,3.8,9.3,7.3,6.1,6.96
2016,Peru,7.58,2,4.7,8,10,8.2,8.5,9.2,7.66,7.5,4.8,9.7,8.2,7.3,7.5
2016,Philippines,6.98,2,3.4,6.9,8.3,8.5,8.5,7.5,6.66,8.3,4.3,9.4,7.1,7.4,7.3
2016,Poland,7.8,1,6.4,9.7,10,6.3,8.6,9,8.33,6,5.6,9.6,7.9,7.3,7.27
2016,Portugal,8.25,1,7.2,9.9,10,9.4,9.6,9,9.02,5.9,7,9.4,8.4,6.9,7.48
2016,Qatar,6.24,3,6.4,8.3,1.7,4.7,7,0,5.26,5.7,6.24,8.7,7.6,7.8,7.21
2016,Romania,8.14,1,6.3,9.8,10,7.9,9,9,8.63,6.9,6,9.3,8.4,7.6,7.65
2016,Russia,6.24,3,4,7.8,3.3,4.6,6.1,9,5.77,6.1,5,9.1,6.8,6.5,6.71
2016,Rwanda,6.87,2,5.3,7.9,6.7,6,6.3,10,6.41,5.3,7.2,9.3,7,7.8,7.33
2016,Saudi Arabia,5.41,4,5.7,7.4,0,3.2,5.8,0,4.39,5.2,5.19,9,6,6.8,6.44
2016,Senegal,6.44,3,4.7,7.4,8.3,9,8.3,2.5,6.83,6.5,4.3,7.2,6.7,5.6,6.04
2016,Serbia,7.33,2,4.4,9.2,10,8.3,8.5,9,7.79,6.5,4.9,8.1,7.6,7.2,6.87
2016,Seychelles,7.54,2,5.4,8.3,10,8.1,7.7,10,7.9,6.1,5.67,9,7.8,7.4,7.17
2016,Sierra Leone,6.01,4,3.9,7.3,5,8.5,7.3,7.5,6.33,6.7,4,6.9,6.1,4.7,5.69
2016,Singapore,8.1,1,7.7,9.1,10,6.1,6.1,7.3,7.51,7.2,8.2,9.8,9.3,9,8.69
2016,Slovak Rep.,7.99,1,6.2,9.7,10,7.7,9.3,9,8.58,6.1,5.6,9.5,8.3,7.6,7.41
2016,Slovenia,7.96,1,6.5,9.8,10,9,9.4,9,8.8,5.2,6.2,9.5,7.9,6.8,7.13
2016,South Africa,6.99,2,5.7,6.3,6.7,9.4,8.9,9,7.41,5.7,5.2,8.1,6.8,7.2,6.58
2016,Spain,8.17,1,7,9.5,10,8,9.2,9,8.7,6.5,6.8,9.5,8.1,7.4,7.65
2016,Sri Lanka,6.45,3,4.5,8.5,8.3,6.9,7.2,2.3,6.28,7.7,4.9,7.7,5.9,6.9,6.62
2016,Sudan,4.44,4,3.2,4.5,3.3,6.5,5.7,0,3.82,8,3,5.5,2.9,5.9,5.06
2016,Suriname,7.17,2,4.9,8.2,10,9.5,8.5,10,8.03,6.6,5.22,6,7.2,6.6,6.31
2016,Sweden,8.5,1,8.5,9.9,10,8.9,9.7,9.2,9.38,4.6,7.8,9.3,8.2,8.2,7.63
2016,Switzerland,8.79,1,8.3,9.5,10,8.2,9.7,9,9.13,7.7,8.5,9.9,7.6,8.5,8.44
2016,Syria,3.69,4,2,4.7,0,4.4,1.8,0,2.45,5.7,3.4,5.1,4.9,5.4,4.93
2016,Taiwan,8.45,1,7,9.7,10,9.4,9.3,10,9.04,7.4,6.8,9.7,7.7,7.7,7.85
2016,Tajikistan,5.99,4,3.3,8.4,8.3,4.4,4.3,8.8,5.72,5.4,5.12,7.6,6.4,6.8,6.26
2016,Tanzania,6.36,3,4.2,7.1,8.3,6.4,7.5,4.2,5.98,6.7,5.7,8.2,6.2,7,6.74
2016,Thailand,6.49,3,4.3,8.4,6.7,7.3,7.2,4.2,6.14,6.6,4.7,8.6,7.1,7.1,6.83
2016,Timor-Leste,6.4,3,3.3,7.1,6.7,8.6,8.4,7.5,6.52,4.8,3.54,8.7,7.1,7.4,6.29
2016,Togo,6.36,3,4.2,7.7,6.7,8.9,8.5,5,6.67,7.1,4.3,7,5.5,6.3,6.04
2016,Trinidad and Tobago,6.68,3,4.7,5.7,10,8.6,8.7,5,6.64,5.5,4.5,9.1,7.8,6.6,6.71
2016,Tunisia,6.13,4,4.8,7.3,5,6.5,8,2.5,6.01,5.6,5.3,7.1,6.9,6.4,6.25
2016,Turkey,6.29,3,4,7.5,6.7,4.5,4.2,9,5.76,6.5,4.8,9,7.2,6.6,6.83
2016,Uganda,6.71,3,3.4,7.4,8.3,8.4,7.9,2.5,6.11,8,4.7,8.6,7.5,7.7,7.31
2016,Ukraine,6.16,4,4.6,8,5,5.9,7.3,9,6.4,7.1,4.5,4.9,6.6,6.5,5.92
2016,United Arab Emirates,6.29,3,6.4,8,5,4.7,6.3,0,5.25,5.9,6.1,9.1,8.2,7.4,7.33
2016,United Kingdom,8.52,1,7.7,9.8,10,7.6,9.3,9,8.97,6.2,7.8,9.8,8.4,8,8.06
2016,United States,8.45,1,7,9.1,10,8.9,9.3,9,8.73,7.1,7.4,9.8,7.7,8.8,8.17
2016,Uruguay,7.64,2,6.6,8.1,10,8.5,9.4,10,8.22,6.4,5.4,9,7.8,6.8,7.06
2016,Venezuela,4.13,4,2.1,6.3,10,6.9,5.1,6.7,5.6,4.8,2,0.7,3.3,2.5,2.65
